model_uncertainty,measurement_uncertainty,error_x,error_y,sane_rate
6.000000212225132e-07,7.5,4.33851,1.3206624,0.9133333333333333
9.999999974752427e-07,2.5,4.1508136,1.2904838,0.7933333333333333
9.999999974752427e-07,3.75,3.0566382,1.60894,0.9166666666666666
9.999999974752427e-07,5.0,2.8835082,1.4009396,0.96
9.999999974752427e-07,6.25,3.3176684,1.2111589,0.9333333333333333
9.999999974752427e-07,7.5,3.5148902,1.1124276,0.9333333333333333
1.3999999737279722e-06,2.5,2.7263103,0.9161267,0.9266666666666666
1.3999999737279722e-06,3.75,3.0393302,1.903958,0.8766666666666667
1.3999999737279722e-06,5.0,3.771399,0.60246783,0.89
1.3999999737279722e-06,6.25,3.9832976,1.2325944,0.91
1.3999999737279722e-06,7.5,7.952626,1.4872856,0.84
1.7999999499807018e-06,2.5,2.7635505,1.5271008,0.7466666666666667
1.7999999499807018e-06,3.75,3.9162743,1.2438228,0.7566666666666667
1.7999999499807018e-06,5.0,3.1128547,1.2229301,0.9466666666666667
1.7999999499807018e-06,6.25,1.8761816,1.0834558,0.9966666666666667
1.7999999499807018e-06,7.5,4.8397923,1.524089,0.8666666666666667
2.0000000233721948e-07,2.5,1.5783513,1.2982357,0.9666666666666667
2.0000000233721948e-07,3.75,5.7198024,1.348892,0.7466666666666667
2.0000000233721948e-07,5.0,3.838278,0.80468464,0.8833333333333333
2.0000000233721948e-07,6.25,2.4561052,1.3266273,0.97
2.0000000233721948e-07,7.5,10.596797,3.4831274,0.5266666666666666
6.000000212225132e-07,2.5,3.7042701,0.7035714,0.7233333333333334
6.000000212225132e-07,3.75,1.9647306,1.3745842,0.9566666666666667
6.000000212225132e-07,5.0,5.2035213,2.4293766,0.7133333333333334
6.000000212225132e-07,6.25,5.048622,2.2495625,0.7233333333333334
6.000000212225132e-07,7.5,3.3451295,1.5260681,0.91
9.999999974752427e-07,2.5,2.909266,1.3863888,0.9
9.999999974752427e-07,3.75,3.7345436,1.3389754,0.78
9.999999974752427e-07,5.0,3.154956,1.0524931,0.92
9.999999974752427e-07,6.25,3.473326,1.5975769,0.94
9.999999974752427e-07,7.5,2.2097185,0.77078855,0.9633333333333334
1.3999999737279722e-06,2.5,3.7469597,1.3728113,0.6766666666666666
1.3999999737279722e-06,3.75,5.703317,2.6976342,0.7266666666666667
1.3999999737279722e-06,5.0,3.6174536,3.1202095,0.7866666666666666
1.3999999737279722e-06,6.25,18.903925,4.942725,0.24
1.3999999737279722e-06,7.5,8.460307,2.1803346,0.71
1.7999999499807018e-06,2.5,16.936413,4.439385,0.29333333333333333
1.7999999499807018e-06,3.75,4.518306,1.2414311,0.8233333333333334
1.7999999499807018e-06,5.0,1.6866333,0.7563143,0.9966666666666667
1.7999999499807018e-06,6.25,7.3365455,2.5925183,0.7466666666666667
1.7999999499807018e-06,7.5,7.0690875,2.543586,0.8
2.0000000233721948e-07,2.5,1.6782845,1.0588672,0.9533333333333334
2.0000000233721948e-07,3.75,6.133466,1.4930506,0.8166666666666667
2.0000000233721948e-07,5.0,1.7673421,1.3034061,0.9866666666666667
2.0000000233721948e-07,6.25,7.0904136,1.2848971,0.7266666666666667
2.0000000233721948e-07,7.5,4.8381658,1.1587911,0.9033333333333333
6.000000212225132e-07,2.5,2.991071,1.7678833,0.6933333333333334
6.000000212225132e-07,3.75,2.2491536,1.4902767,0.9366666666666666
6.000000212225132e-07,5.0,3.6324527,1.1936527,0.9133333333333333
6.000000212225132e-07,6.25,3.2772493,1.0698527,0.9666666666666667
6.000000212225132e-07,7.5,2.6129434,1.1753829,0.9433333333333334
9.999999974752427e-07,2.5,3.5803084,1.5996062,0.7133333333333334
9.999999974752427e-07,3.75,2.362443,0.778186,0.94
9.999999974752427e-07,5.0,3.2041187,1.2550411,0.95
9.999999974752427e-07,6.25,1.7840527,1.4694145,0.9833333333333333
9.999999974752427e-07,7.5,4.905399,1.2945447,0.8933333333333333
1.3999999737279722e-06,2.5,2.2411034,1.2509778,0.9133333333333333
1.3999999737279722e-06,3.75,3.2800057,1.1845402,0.9466666666666667
1.3999999737279722e-06,5.0,1.9789973,1.3974918,0.9633333333333334
1.3999999737279722e-06,6.25,5.934348,1.75891,0.8166666666666667
1.3999999737279722e-06,7.5,1.7614208,1.5610791,0.9933333333333333
1.7999999499807018e-06,2.5,3.0388396,1.2797514,0.82
1.7999999499807018e-06,3.75,1.6827995,1.0771265,0.9833333333333333
1.7999999499807018e-06,5.0,10.082791,2.841335,0.5533333333333333
1.7999999499807018e-06,6.25,5.989589,1.320343,0.8833333333333333
1.7999999499807018e-06,7.5,1.7795931,1.395391,0.9966666666666667
